group	tsnr_mean	n_parcels	dataset	subject	session	task	run
cortex_SalVentAttn	40.4214227133243	121	retinotopy	01	002	bars	
cortex_SomMot	40.022674302061624	194	retinotopy	01	002	bars	
cortex_Vis	33.78986451070024	162	retinotopy	01	002	bars	
subcortex_CAU	24.950889229924545	8	retinotopy	01	002	bars	
subcortex_PUT	25.675100194482894	8	retinotopy	01	002	bars	
subcortex_THA	24.994803076687948	14	retinotopy	01	002	bars	
cerebellum	26.76599177658197	88	retinotopy	01	002	rings	
cortex_Cont	38.402966216675026	128	retinotopy	01	002	rings	
cortex_Default	35.89837157065703	209	retinotopy	01	002	rings	
cortex_DorsAttn	40.79190311566522	122	retinotopy	01	002	rings	
cortex_Limbic	14.685805315656259	60	retinotopy	01	002	rings	
cortex_SalVentAttn	39.70122731146727	121	retinotopy	01	002	rings	
cortex_SomMot	38.84196342439772	194	retinotopy	01	002	rings	
cortex_Vis	32.10564269085414	162	retinotopy	01	002	rings	
subcortex_CAU	24.40704345991113	8	retinotopy	01	002	rings	
subcortex_PUT	25.56847647873414	8	retinotopy	01	002	rings	
subcortex_THA	24.62919376911571	14	retinotopy	01	002	rings	
cerebellum	26.99159342144405	88	retinotopy	01	002	wedges	
cortex_Cont	38.34095706341119	128	retinotopy	01	002	wedges	
cortex_Default	35.80495639618955	209	retinotopy	01	002	wedges	
cortex_DorsAttn	39.941165958811936	122	retinotopy	01	002	wedges	
cortex_Limbic	14.86358923382251	60	retinotopy	01	002	wedges	
cortex_SalVentAttn	39.923614841207225	121	retinotopy	01	002	wedges	
cortex_SomMot	38.666199394909306	194	retinotopy	01	002	wedges	
cortex_Vis	31.44675046712024	162	retinotopy	01	002	wedges	
subcortex_CAU	25.622634013454107	8	retinotopy	01	002	wedges	
subcortex_PUT	25.178493616504348	8	retinotopy	01	002	wedges	
subcortex_THA	25.056457470180494	14	retinotopy	01	002	wedges	
cerebellum	28.122650258445507	88	retinotopy	01	003	bars	
cortex_Cont	36.741031450990924	128	retinotopy	01	003	bars	
cortex_Default	35.4912178350639	209	retinotopy	01	003	bars	
cortex_DorsAttn	39.6552058372157	122	retinotopy	01	003	bars	
cortex_Limbic	14.991461791644587	60	retinotopy	01	003	bars	
cortex_SalVentAttn	39.81215611406037	121	retinotopy	01	003	bars	
cortex_SomMot	38.71116182963909	194	retinotopy	01	003	bars	
cortex_Vis	32.25632266229325	162	retinotopy	01	003	bars	
subcortex_CAU	26.35715873893537	8	retinotopy	01	003	bars	
subcortex_PUT	25.9571898279593	8	retinotopy	01	003	bars	
subcortex_THA	26.62357639227078	14	retinotopy	01	003	bars	
cerebellum	25.172841358266112	88	retinotopy	01	003	rings	
cortex_Cont	34.57613491831659	128	retinotopy	01	003	rings	
cortex_Default	32.0941492114645	209	retinotopy	01	003	rings	
cortex_DorsAttn	36.215374690175025	122	retinotopy	01	003	rings	
cortex_Limbic	13.075326593196447	60	retinotopy	01	003	rings	
cortex_SalVentAttn	36.11667613186995	121	retinotopy	01	003	rings	
cortex_SomMot	34.77051474383978	194	retinotopy	01	003	rings	
cortex_Vis	28.929060958449803	162	retinotopy	01	003	rings	
subcortex_CAU	23.157600237792728	8	retinotopy	01	003	rings	
subcortex_PUT	24.15383797168197	8	retinotopy	01	003	rings	
subcortex_THA	23.992850151797374	14	retinotopy	01	003	rings	
cerebellum	24.887629422000998	88	retinotopy	01	003	wedges	
cortex_Cont	34.09956445460864	128	retinotopy	01	003	wedges	
cortex_Default	32.4177944941425	209	retinotopy	01	003	wedges	
cortex_DorsAttn	36.46524035859672	122	retinotopy	01	003	wedges	
cortex_Limbic	13.611806913320684	60	retinotopy	01	003	wedges	
cortex_SalVentAttn	36.71878551466215	121	retinotopy	01	003	wedges	
cortex_SomMot	34.713078271076064	194	retinotopy	01	003	wedges	
cortex_Vis	29.713977421778424	162	retinotopy	01	003	wedges	
subcortex_CAU	24.174150157915808	8	retinotopy	01	003	wedges	
subcortex_PUT	24.424228902317907	8	retinotopy	01	003	wedges	
subcortex_THA	25.015593957715282	14	retinotopy	01	003	wedges	
cerebellum	25.96929516608716	88	retinotopy	01	004	bars	
cortex_Cont	33.11220900148497	128	retinotopy	01	004	bars	
cortex_Default	31.987249783486437	209	retinotopy	01	004	bars	
cortex_DorsAttn	35.42718604754291	122	retinotopy	01	004	bars	
cortex_Limbic	13.825913952831067	60	retinotopy	01	004	bars	
cortex_SalVentAttn	35.15267925198553	121	retinotopy	01	004	bars	
cortex_SomMot	33.34872593515438	194	retinotopy	01	004	bars	
cortex_Vis	29.572308620132087	162	retinotopy	01	004	bars	
subcortex_CAU	23.15865223171583	8	retinotopy	01	004	bars	
subcortex_PUT	25.080569171696986	8	retinotopy	01	004	bars	
subcortex_THA	23.705060821805805	14	retinotopy	01	004	bars	
cerebellum	24.91562388895321	88	retinotopy	01	004	rings	
cortex_Cont	33.0010344967516	128	retinotopy	01	004	rings	
cortex_Default	32.12335999467355	209	retinotopy	01	004	rings	
cortex_DorsAttn	37.23666212887464	122	retinotopy	01	004	rings	
cortex_Limbic	13.340675023521673	60	retinotopy	01	004	rings	
cortex_SalVentAttn	35.00862693442487	121	retinotopy	01	004	rings	
cortex_SomMot	32.895520088762076	194	retinotopy	01	004	rings	
cortex_Vis	30.602882135207544	162	retinotopy	01	004	rings	
subcortex_CAU	23.257489850602923	8	retinotopy	01	004	rings	
subcortex_PUT	25.754433159280342	8	retinotopy	01	004	rings	
subcortex_THA	23.701370749900644	14	retinotopy	01	004	rings	
cerebellum	28.215004356624657	88	retinotopy	01	004	wedges	
cortex_Cont	38.62312290146515	128	retinotopy	01	004	wedges	
cortex_Default	36.135390279301234	209	retinotopy	01	004	wedges	
cortex_DorsAttn	40.99321064060214	122	retinotopy	01	004	wedges	
cortex_Limbic	14.892313708455292	60	retinotopy	01	004	wedges	
cortex_SalVentAttn	39.80911240631833	121	retinotopy	01	004	wedges	
cortex_SomMot	39.169453896576556	194	retinotopy	01	004	wedges	
cortex_Vis	33.06673451645096	162	retinotopy	01	004	wedges	
subcortex_CAU	24.336133491039476	8	retinotopy	01	004	wedges	
subcortex_PUT	25.634058582659236	8	retinotopy	01	004	wedges	
subcortex_THA	24.688728508938002	14	retinotopy	01	004	wedges	
cerebellum	31.128213528426503	88	retinotopy	01	005	bars	
cortex_Cont	41.459651639197624	128	retinotopy	01	005	bars	
cortex_Default	39.133721880510635	209	retinotopy	01	005	bars	
cortex_DorsAttn	46.61715574227882	122	retinotopy	01	005	bars	
cortex_Limbic	15.8637616548888	60	retinotopy	01	005	bars	
cortex_SalVentAttn	41.83518558579803	121	retinotopy	01	005	bars	
cortex_SomMot	42.23338855596736	194	retinotopy	01	005	bars	
cortex_Vis	38.32033707766768	162	retinotopy	01	005	bars	
subcortex_CAU	25.523548972691597	8	retinotopy	01	005	bars	
subcortex_PUT	25.68103545269533	8	retinotopy	01	005	bars	
subcortex_THA	25.862372586906464	14	retinotopy	01	005	bars	
cerebellum	28.40631476993349	88	retinotopy	01	005	rings	
cortex_Cont	39.513802185270976	128	retinotopy	01	005	rings	
cortex_Default	36.77866669203533	209	retinotopy	01	005	rings	
cortex_DorsAttn	43.53755291514712	122	retinotopy	01	005	rings	
cortex_Limbic	14.780577169976848	60	retinotopy	01	005	rings	
cortex_SalVentAttn	39.72466781754507	121	retinotopy	01	005	rings	
cortex_SomMot	39.8135760687064	194	retinotopy	01	005	rings	
cortex_Vis	34.37219331639362	162	retinotopy	01	005	rings	
subcortex_CAU	24.565028675152824	8	retinotopy	01	005	rings	
subcortex_PUT	25.716700666484808	8	retinotopy	01	005	rings	
subcortex_THA	25.103488696537323	14	retinotopy	01	005	rings	
cerebellum	29.818158670160013	88	retinotopy	01	005	wedges	
cortex_Cont	37.48614448708182	128	retinotopy	01	005	wedges	
cortex_Default	35.83558416802545	209	retinotopy	01	005	wedges	
cortex_DorsAttn	43.02975627344715	122	retinotopy	01	005	wedges	
cortex_Limbic	15.184413831452693	60	retinotopy	01	005	wedges	
cortex_SalVentAttn	38.05162112809819	121	retinotopy	01	005	wedges	
cortex_SomMot	38.18156754850338	194	retinotopy	01	005	wedges	
cortex_Vis	34.76927674324891	162	retinotopy	01	005	wedges	
subcortex_CAU	23.473376050069902	8	retinotopy	01	005	wedges	
subcortex_PUT	24.945326931617704	8	retinotopy	01	005	wedges	
subcortex_THA	25.349287296208928	14	retinotopy	01	005	wedges	
cerebellum	29.788599453692154	88	retinotopy	01	006	bars	
cortex_Cont	37.75345320055824	128	retinotopy	01	006	bars	
cortex_Default	35.56542741901271	209	retinotopy	01	006	bars	
cortex_DorsAttn	41.24014725238972	122	retinotopy	01	006	bars	
cortex_Limbic	14.265038454747248	60	retinotopy	01	006	bars	
cortex_SalVentAttn	38.732454712536104	121	retinotopy	01	006	bars	
cortex_SomMot	37.62139027147586	194	retinotopy	01	006	bars	
cortex_Vis	33.64809919591717	162	retinotopy	01	006	bars	
subcortex_CAU	25.3190041123755	8	retinotopy	01	006	bars	
subcortex_PUT	24.553410324975204	8	retinotopy	01	006	bars	
subcortex_THA	24.856564115544035	14	retinotopy	01	006	bars	
cerebellum	29.59245616883114	88	retinotopy	01	006	rings	
cortex_Cont	37.716111537432276	128	retinotopy	01	006	rings	
cortex_Default	36.28831301871797	209	retinotopy	01	006	rings	
cortex_DorsAttn	41.974269589104765	122	retinotopy	01	006	rings	
cortex_Limbic	14.772212380137098	60	retinotopy	01	006	rings	
cortex_SalVentAttn	39.137572600307614	121	retinotopy	01	006	rings	
cortex_SomMot	38.090139714240976	194	retinotopy	01	006	rings	
cortex_Vis	34.11594702407174	162	retinotopy	01	006	rings	
subcortex_CAU	25.192919460698036	8	retinotopy	01	006	rings	
subcortex_PUT	25.584677302090903	8	retinotopy	01	006	rings	
subcortex_THA	25.643388056636336	14	retinotopy	01	006	rings	
cerebellum	31.951437369369692	88	retinotopy	01	006	wedges	
cortex_Cont	39.77036142214092	128	retinotopy	01	006	wedges	
cortex_Default	37.7587847588133	209	retinotopy	01	006	wedges	
cortex_DorsAttn	44.01092383181301	122	retinotopy	01	006	wedges	
cortex_Limbic	15.345394007263291	60	retinotopy	01	006	wedges	
cortex_SalVentAttn	41.18752174703043	121	retinotopy	01	006	wedges	
cortex_SomMot	40.16506387079557	194	retinotopy	01	006	wedges	
cortex_Vis	36.371353954037026	162	retinotopy	01	006	wedges	
subcortex_CAU	26.112177715024462	8	retinotopy	01	006	wedges	
subcortex_PUT	25.748780788996655	8	retinotopy	01	006	wedges	
subcortex_THA	25.78584031857249	14	retinotopy	01	006	wedges	
cerebellum	30.313720821106504	88	retinotopy	02	001	bars	
cortex_Cont	44.18700299453184	128	retinotopy	02	001	bars	
cortex_Default	40.49224494230629	209	retinotopy	02	001	bars	
cortex_DorsAttn	47.62672741349648	122	retinotopy	02	001	bars	
cortex_Limbic	18.43397086802181	60	retinotopy	02	001	bars	
cortex_SalVentAttn	42.50329535112045	121	retinotopy	02	001	bars	
cortex_SomMot	43.71272855024786	194	retinotopy	02	001	bars	
cortex_Vis	38.52640731585657	162	retinotopy	02	001	bars	
subcortex_CAU	31.9437100163953	8	retinotopy	02	001	bars	
subcortex_PUT	29.698388600414702	8	retinotopy	02	001	bars	
subcortex_THA	26.810638739165622	14	retinotopy	02	001	bars	
cerebellum	30.596327366557322	88	retinotopy	02	001	rings	
cortex_Cont	43.9780245799112	128	retinotopy	02	001	rings	
cortex_Default	40.18959387798582	209	retinotopy	02	001	rings	
cortex_DorsAttn	46.820312945382604	122	retinotopy	02	001	rings	
cortex_Limbic	18.808223423048812	60	retinotopy	02	001	rings	
cortex_SalVentAttn	42.69466069693991	121	retinotopy	02	001	rings	
cortex_SomMot	43.56358770805588	194	retinotopy	02	001	rings	
cortex_Vis	37.878969746994954	162	retinotopy	02	001	rings	
subcortex_CAU	31.84511668375698	8	retinotopy	02	001	rings	
subcortex_PUT	29.979608971270707	8	retinotopy	02	001	rings	
subcortex_THA	26.96805850747835	14	retinotopy	02	001	rings	
cerebellum	30.044541376949745	88	retinotopy	02	001	wedges	
cortex_Cont	42.47676196035803	128	retinotopy	02	001	wedges	
cortex_Default	39.09966141588983	209	retinotopy	02	001	wedges	
cortex_DorsAttn	45.96450155310569	122	retinotopy	02	001	wedges	
cortex_Limbic	17.832361829411013	60	retinotopy	02	001	wedges	
cortex_SalVentAttn	41.46019676248043	121	retinotopy	02	001	wedges	
cortex_SomMot	42.738731308509955	194	retinotopy	02	001	wedges	
cortex_Vis	36.64562154104122	162	retinotopy	02	001	wedges	
subcortex_CAU	31.43671614476591	8	retinotopy	02	001	wedges	
subcortex_PUT	29.67369578032892	8	retinotopy	02	001	wedges	
subcortex_THA	26.83034494101107	14	retinotopy	02	001	wedges	
cerebellum	27.602600645261226	88	retinotopy	02	002	bars	
cortex_Cont	39.96703443612642	128	retinotopy	02	002	bars	
cortex_Default	36.60154242969362	209	retinotopy	02	002	bars	
cortex_DorsAttn	41.230805955730894	122	retinotopy	02	002	bars	
cortex_Limbic	17.561866990968856	60	retinotopy	02	002	bars	
cortex_SalVentAttn	39.04676316492109	121	retinotopy	02	002	bars	
cortex_SomMot	38.32298041211423	194	retinotopy	02	002	bars	
cortex_Vis	33.95819054163632	162	retinotopy	02	002	bars	
subcortex_CAU	30.98865008197859	8	retinotopy	02	002	bars	
subcortex_PUT	28.993830965831965	8	retinotopy	02	002	bars	
subcortex_THA	25.417362088754363	14	retinotopy	02	002	bars	
cerebellum	26.533374634378493	88	retinotopy	02	002	rings	
cortex_Cont	38.06730512681003	128	retinotopy	02	002	rings	
cortex_Default	35.50242928723592	209	retinotopy	02	002	rings	
cortex_DorsAttn	39.58947320532887	122	retinotopy	02	002	rings	
cortex_Limbic	17.57582485635717	60	retinotopy	02	002	rings	
cortex_SalVentAttn	38.48141646708543	121	retinotopy	02	002	rings	
cortex_SomMot	38.11519409981109	194	retinotopy	02	002	rings	
cortex_Vis	32.4460834736653	162	retinotopy	02	002	rings	
subcortex_CAU	31.061746171174185	8	retinotopy	02	002	rings	
subcortex_PUT	29.517525188163667	8	retinotopy	02	002	rings	
subcortex_THA	25.747199965083443	14	retinotopy	02	002	rings	
cerebellum	30.360684979632893	88	retinotopy	02	002	wedges	
cortex_Cont	42.82539540373758	128	retinotopy	02	002	wedges	
cortex_Default	39.104725353816214	209	retinotopy	02	002	wedges	
cortex_DorsAttn	46.30969477696943	122	retinotopy	02	002	wedges	
cortex_Limbic	18.155169396201586	60	retinotopy	02	002	wedges	
cortex_SalVentAttn	41.91493103447094	121	retinotopy	02	002	wedges	
cortex_SomMot	42.65843475427561	194	retinotopy	02	002	wedges	
cortex_Vis	38.4249800812429	162	retinotopy	02	002	wedges	
subcortex_CAU	31.39085646166481	8	retinotopy	02	002	wedges	
subcortex_PUT	29.828017361228714	8	retinotopy	02	002	wedges	
subcortex_THA	26.277180543450925	14	retinotopy	02	002	wedges	
cerebellum	22.053486216987878	88	retinotopy	02	003	bars	
cortex_Cont	33.71872956140638	128	retinotopy	02	003	bars	
cortex_Default	30.79134704909834	209	retinotopy	02	003	bars	
cortex_DorsAttn	33.92248997791748	122	retinotopy	02	003	bars	
cortex_Limbic	16.160613247518647	60	retinotopy	02	003	bars	
cortex_SalVentAttn	34.563107247497	121	retinotopy	02	003	bars	
cortex_SomMot	33.69419374432916	194	retinotopy	02	003	bars	
cortex_Vis	27.553629810874874	162	retinotopy	02	003	bars	
subcortex_CAU	30.044046601822348	8	retinotopy	02	003	bars	
subcortex_PUT	28.53474367188964	8	retinotopy	02	003	bars	
subcortex_THA	24.251012525556128	14	retinotopy	02	003	bars	
cerebellum	25.736945778133475	88	retinotopy	02	003	rings	
cortex_Cont	40.160424620967284	128	retinotopy	02	003	rings	
cortex_Default	36.688451518518946	209	retinotopy	02	003	rings	
cortex_DorsAttn	40.3606029924831	122	retinotopy	02	003	rings	
cortex_Limbic	18.211767611829806	60	retinotopy	02	003	rings	
cortex_SalVentAttn	40.511676886797616	121	retinotopy	02	003	rings	
cortex_SomMot	39.98869363449211	194	retinotopy	02	003	rings	
cortex_Vis	32.28043738460851	162	retinotopy	02	003	rings	
subcortex_CAU	32.620279029352176	8	retinotopy	02	003	rings	
subcortex_PUT	30.105223955237523	8	retinotopy	02	003	rings	
subcortex_THA	26.317622569458884	14	retinotopy	02	003	rings	
cerebellum	25.584591916070107	88	retinotopy	02	003	wedges	
cortex_Cont	38.75763400133086	128	retinotopy	02	003	wedges	
cortex_Default	35.52581351992967	209	retinotopy	02	003	wedges	
cortex_DorsAttn	39.32128863461826	122	retinotopy	02	003	wedges	
cortex_Limbic	17.342284615063956	60	retinotopy	02	003	wedges	
cortex_SalVentAttn	38.49037462192444	121	retinotopy	02	003	wedges	
cortex_SomMot	38.30935625611169	194	retinotopy	02	003	wedges	
cortex_Vis	31.46469276840812	162	retinotopy	02	003	wedges	
subcortex_CAU	31.52882486772024	8	retinotopy	02	003	wedges	
subcortex_PUT	29.492637162024835	8	retinotopy	02	003	wedges	
subcortex_THA	25.390925246248266	14	retinotopy	02	003	wedges	
cerebellum	23.36085907733077	88	retinotopy	02	004	bars	
cortex_Cont	37.108258069208986	128	retinotopy	02	004	bars	
cortex_Default	34.242034755746104	209	retinotopy	02	004	bars	
cortex_DorsAttn	38.833696679299194	122	retinotopy	02	004	bars	
cortex_Limbic	16.27985812529117	60	retinotopy	02	004	bars	
cortex_SalVentAttn	37.007602871991956	121	retinotopy	02	004	bars	
cortex_SomMot	37.134413242390345	194	retinotopy	02	004	bars	
cortex_Vis	30.776377009755052	162	retinotopy	02	004	bars	
subcortex_CAU	29.70404701164168	8	retinotopy	02	004	bars	
subcortex_PUT	28.4724735421719	8	retinotopy	02	004	bars	
subcortex_THA	24.728492338709366	14	retinotopy	02	004	bars	
cerebellum	24.776984015210886	88	retinotopy	02	004	rings	
cortex_Cont	38.84122001936929	128	retinotopy	02	004	rings	
cortex_Default	35.838460357075625	209	retinotopy	02	004	rings	
cortex_DorsAttn	40.20625341599872	122	retinotopy	02	004	rings	
cortex_Limbic	16.63155860717719	60	retinotopy	02	004	rings	
cortex_SalVentAttn	38.20602885559047	121	retinotopy	02	004	rings	
cortex_SomMot	38.27913463788054	194	retinotopy	02	004	rings	
cortex_Vis	31.89080461207963	162	retinotopy	02	004	rings	
subcortex_CAU	30.19584800264471	8	retinotopy	02	004	rings	
subcortex_PUT	28.848079472908214	8	retinotopy	02	004	rings	
subcortex_THA	24.902986553297463	14	retinotopy	02	004	rings	
cerebellum	22.94673839121649	88	retinotopy	02	004	wedges	
cortex_Cont	35.41132512410885	128	retinotopy	02	004	wedges	
cortex_Default	33.05166203012565	209	retinotopy	02	004	wedges	
cortex_DorsAttn	35.9167579638887	122	retinotopy	02	004	wedges	
cortex_Limbic	16.74525233270503	60	retinotopy	02	004	wedges	
cortex_SalVentAttn	36.006492351921366	121	retinotopy	02	004	wedges	
cortex_SomMot	35.11682251834536	194	retinotopy	02	004	wedges	
cortex_Vis	29.085845191095167	162	retinotopy	02	004	wedges	
subcortex_CAU	30.009186654020002	8	retinotopy	02	004	wedges	
subcortex_PUT	28.677127515195377	8	retinotopy	02	004	wedges	
subcortex_THA	24.561939924962257	14	retinotopy	02	004	wedges	
cerebellum	25.103222320404985	88	retinotopy	02	005	bars	
cortex_Cont	38.44152572758856	128	retinotopy	02	005	bars	
cortex_Default	35.790981990869795	209	retinotopy	02	005	bars	
cortex_DorsAttn	38.62443946736707	122	retinotopy	02	005	bars	
cortex_Limbic	17.149849035544985	60	retinotopy	02	005	bars	
cortex_SalVentAttn	37.87793560116422	121	retinotopy	02	005	bars	
cortex_SomMot	37.302454025512944	194	retinotopy	02	005	bars	
cortex_Vis	31.288040409180645	162	retinotopy	02	005	bars	
subcortex_CAU	30.61797173007817	8	retinotopy	02	005	bars	
subcortex_PUT	29.151686774236847	8	retinotopy	02	005	bars	
subcortex_THA	24.994721823596787	14	retinotopy	02	005	bars	
cerebellum	24.84764222488177	88	retinotopy	02	005	rings	
cortex_Cont	37.9431467070748	128	retinotopy	02	005	rings	
cortex_Default	35.33599784958032	209	retinotopy	02	005	rings	
cortex_DorsAttn	38.919578455849994	122	retinotopy	02	005	rings	
cortex_Limbic	16.4672743613832	60	retinotopy	02	005	rings	
cortex_SalVentAttn	37.64412297550428	121	retinotopy	02	005	rings	
cortex_SomMot	37.05444026909259	194	retinotopy	02	005	rings	
cortex_Vis	31.48763236470468	162	retinotopy	02	005	rings	
subcortex_CAU	30.298401215170333	8	retinotopy	02	005	rings	
subcortex_PUT	29.17638611570714	8	retinotopy	02	005	rings	
subcortex_THA	24.998147523747694	14	retinotopy	02	005	rings	
cerebellum	23.81555513618887	88	retinotopy	02	005	wedges	
cortex_Cont	36.26074909293734	128	retinotopy	02	005	wedges	
cortex_Default	33.84559567450186	209	retinotopy	02	005	wedges	
cortex_DorsAttn	35.74696838038779	122	retinotopy	02	005	wedges	
cortex_Limbic	16.532030297875668	60	retinotopy	02	005	wedges	
cortex_SalVentAttn	35.85934775844607	121	retinotopy	02	005	wedges	
cortex_SomMot	34.72221372976946	194	retinotopy	02	005	wedges	
cortex_Vis	29.51709106374205	162	retinotopy	02	005	wedges	
subcortex_CAU	29.887081642720368	8	retinotopy	02	005	wedges	
subcortex_PUT	29.113631546386095	8	retinotopy	02	005	wedges	
subcortex_THA	24.61364030749707	14	retinotopy	02	005	wedges	
cerebellum	23.835584699396232	88	retinotopy	02	006	bars	
cortex_Cont	37.22636112229078	128	retinotopy	02	006	bars	
cortex_Default	34.150248467531775	209	retinotopy	02	006	bars	
cortex_DorsAttn	37.995329332428476	122	retinotopy	02	006	bars	
cortex_Limbic	17.252496590223807	60	retinotopy	02	006	bars	
cortex_SalVentAttn	37.04473997822546	121	retinotopy	02	006	bars	
cortex_SomMot	36.52325083520236	194	retinotopy	02	006	bars	
cortex_Vis	30.54647970610401	162	retinotopy	02	006	bars	
subcortex_CAU	30.345221837530175	8	retinotopy	02	006	bars	
subcortex_PUT	29.184934706761176	8	retinotopy	02	006	bars	
subcortex_THA	24.65956904604176	14	retinotopy	02	006	bars	
cerebellum	26.801276910386733	88	retinotopy	02	006	rings	
cortex_Cont	38.936972912526905	128	retinotopy	02	006	rings	
cortex_Default	35.93145996089235	209	retinotopy	02	006	rings	
cortex_DorsAttn	41.621768878843504	122	retinotopy	02	006	rings	
cortex_Limbic	17.32416287350675	60	retinotopy	02	006	rings	
cortex_SalVentAttn	38.40899290362111	121	retinotopy	02	006	rings	
cortex_SomMot	39.127561427629374	194	retinotopy	02	006	rings	
cortex_Vis	33.61210601274148	162	retinotopy	02	006	rings	
subcortex_CAU	30.510928043647283	8	retinotopy	02	006	rings	
subcortex_PUT	29.924352331237554	8	retinotopy	02	006	rings	
subcortex_THA	25.43834652121182	14	retinotopy	02	006	rings	
cerebellum	26.8886058580027	88	retinotopy	02	006	wedges	
cortex_Cont	39.249868167105	128	retinotopy	02	006	wedges	
cortex_Default	36.2674357074782	209	retinotopy	02	006	wedges	
cortex_DorsAttn	42.8620286952286	122	retinotopy	02	006	wedges	
cortex_Limbic	17.81443696557269	60	retinotopy	02	006	wedges	
cortex_SalVentAttn	38.24304712007121	121	retinotopy	02	006	wedges	
cortex_SomMot	38.79049668669142	194	retinotopy	02	006	wedges	
cortex_Vis	35.27056293887901	162	retinotopy	02	006	wedges	
subcortex_CAU	30.908647876563897	8	retinotopy	02	006	wedges	
subcortex_PUT	30.099724436911906	8	retinotopy	02	006	wedges	
subcortex_THA	26.293149444390135	14	retinotopy	02	006	wedges	
cerebellum	34.182519316510984	88	retinotopy	03	002	bars	
cortex_Cont	47.49853000044208	128	retinotopy	03	002	bars	
cortex_Default	46.19070504178417	209	retinotopy	03	002	bars	
cortex_DorsAttn	50.37158207185905	122	retinotopy	03	002	bars	
cortex_Limbic	21.6676678325718	60	retinotopy	03	002	bars	
cortex_SalVentAttn	45.81826705125921	121	retinotopy	03	002	bars	
cortex_SomMot	46.66110634798314	194	retinotopy	03	002	bars	
cortex_Vis	43.900493391656866	162	retinotopy	03	002	bars	
subcortex_CAU	27.637820386847554	8	retinotopy	03	002	bars	
subcortex_PUT	28.469946015427663	8	retinotopy	03	002	bars	
subcortex_THA	28.638015358644754	14	retinotopy	03	002	bars	
cerebellum	32.88743123527069	88	retinotopy	03	002	rings	
cortex_Cont	45.25029054594291	128	retinotopy	03	002	rings	
cortex_Default	43.206095475883174	209	retinotopy	03	002	rings	
cortex_DorsAttn	49.50357935293877	122	retinotopy	03	002	rings	
cortex_Limbic	19.58653610745387	60	retinotopy	03	002	rings	
cortex_SalVentAttn	45.08778199174525	121	retinotopy	03	002	rings	
cortex_SomMot	46.154194014704025	194	retinotopy	03	002	rings	
cortex_Vis	40.686451551571494	162	retinotopy	03	002	rings	
subcortex_CAU	26.586701175823947	8	retinotopy	03	002	rings	
subcortex_PUT	28.897140047440686	8	retinotopy	03	002	rings	
subcortex_THA	28.413984683015677	14	retinotopy	03	002	rings	
cerebellum	35.917449630206015	88	retinotopy	03	002	wedges	
cortex_Cont	48.04452559322762	128	retinotopy	03	002	wedges	
cortex_Default	46.47288224308517	209	retinotopy	03	002	wedges	
