group	tsnr_mean	n_parcels	dataset	subject	session	task	run
cortex_DorsAttn	53.2960175689003	122	retinotopy	03	002	wedges	
cortex_Limbic	22.535980693289307	60	retinotopy	03	002	wedges	
cortex_SalVentAttn	47.662279726344394	121	retinotopy	03	002	wedges	
cortex_SomMot	49.681472706442335	194	retinotopy	03	002	wedges	
cortex_Vis	44.284920050618965	162	retinotopy	03	002	wedges	
subcortex_CAU	27.944828463770023	8	retinotopy	03	002	wedges	
subcortex_PUT	29.36085280312667	8	retinotopy	03	002	wedges	
subcortex_THA	28.83552191859398	14	retinotopy	03	002	wedges	
cerebellum	38.507594855607245	88	retinotopy	03	003	bars	
cortex_Cont	51.45227530058011	128	retinotopy	03	003	bars	
cortex_Default	48.372340689604584	209	retinotopy	03	003	bars	
cortex_DorsAttn	56.50048511907659	122	retinotopy	03	003	bars	
cortex_Limbic	23.218047754316355	60	retinotopy	03	003	bars	
cortex_SalVentAttn	48.736718337066954	121	retinotopy	03	003	bars	
cortex_SomMot	51.78117179945255	194	retinotopy	03	003	bars	
cortex_Vis	46.541050260534334	162	retinotopy	03	003	bars	
subcortex_CAU	28.234374738288412	8	retinotopy	03	003	bars	
subcortex_PUT	29.053106040572512	8	retinotopy	03	003	bars	
subcortex_THA	28.365204959260986	14	retinotopy	03	003	bars	
cerebellum	38.30326747709103	88	retinotopy	03	003	rings	
cortex_Cont	52.29039290516436	128	retinotopy	03	003	rings	
cortex_Default	48.97514627858273	209	retinotopy	03	003	rings	
cortex_DorsAttn	57.220907469440284	122	retinotopy	03	003	rings	
cortex_Limbic	23.167615897085234	60	retinotopy	03	003	rings	
cortex_SalVentAttn	48.48955070774856	121	retinotopy	03	003	rings	
cortex_SomMot	51.4927260698993	194	retinotopy	03	003	rings	
cortex_Vis	45.78456176386083	162	retinotopy	03	003	rings	
subcortex_CAU	28.213510197771477	8	retinotopy	03	003	rings	
subcortex_PUT	29.095138852464796	8	retinotopy	03	003	rings	
subcortex_THA	28.384830981154828	14	retinotopy	03	003	rings	
cerebellum	38.00685448679572	88	retinotopy	03	003	wedges	
cortex_Cont	50.904190098949485	128	retinotopy	03	003	wedges	
cortex_Default	48.49479723264856	209	retinotopy	03	003	wedges	
cortex_DorsAttn	56.064310443932065	122	retinotopy	03	003	wedges	
cortex_Limbic	23.402909985519603	60	retinotopy	03	003	wedges	
cortex_SalVentAttn	47.879128856175186	121	retinotopy	03	003	wedges	
cortex_SomMot	50.538162083796884	194	retinotopy	03	003	wedges	
cortex_Vis	45.67878927529538	162	retinotopy	03	003	wedges	
subcortex_CAU	28.0728759649825	8	retinotopy	03	003	wedges	
subcortex_PUT	29.111667886965975	8	retinotopy	03	003	wedges	
subcortex_THA	28.249067729824855	14	retinotopy	03	003	wedges	
cerebellum	33.85688932392828	88	retinotopy	03	004	bars	
cortex_Cont	45.54740268599075	128	retinotopy	03	004	bars	
cortex_Default	43.57694281015399	209	retinotopy	03	004	bars	
cortex_DorsAttn	49.11205049448599	122	retinotopy	03	004	bars	
cortex_Limbic	21.535339921371285	60	retinotopy	03	004	bars	
cortex_SalVentAttn	44.22328219070335	121	retinotopy	03	004	bars	
cortex_SomMot	45.502910517048484	194	retinotopy	03	004	bars	
cortex_Vis	40.55376931436757	162	retinotopy	03	004	bars	
subcortex_CAU	27.198716026768906	8	retinotopy	03	004	bars	
subcortex_PUT	27.898891050495752	8	retinotopy	03	004	bars	
subcortex_THA	27.559599662888736	14	retinotopy	03	004	bars	
cerebellum	37.448143299796136	88	retinotopy	03	004	rings	
cortex_Cont	49.90248741492873	128	retinotopy	03	004	rings	
cortex_Default	47.454838199105424	209	retinotopy	03	004	rings	
cortex_DorsAttn	55.88531621913545	122	retinotopy	03	004	rings	
cortex_Limbic	22.087180584810312	60	retinotopy	03	004	rings	
cortex_SalVentAttn	47.1265318210023	121	retinotopy	03	004	rings	
cortex_SomMot	49.44098643444837	194	retinotopy	03	004	rings	
cortex_Vis	46.1884247223403	162	retinotopy	03	004	rings	
subcortex_CAU	28.097651884803057	8	retinotopy	03	004	rings	
subcortex_PUT	28.1750128006966	8	retinotopy	03	004	rings	
subcortex_THA	28.121600163017465	14	retinotopy	03	004	rings	
cerebellum	34.59314731091789	88	retinotopy	03	004	wedges	
cortex_Cont	47.22823260915666	128	retinotopy	03	004	wedges	
cortex_Default	45.1975683284044	209	retinotopy	03	004	wedges	
cortex_DorsAttn	51.0333337391379	122	retinotopy	03	004	wedges	
cortex_Limbic	21.896512272210206	60	retinotopy	03	004	wedges	
cortex_SalVentAttn	45.444361228541275	121	retinotopy	03	004	wedges	
cortex_SomMot	46.40763908700937	194	retinotopy	03	004	wedges	
cortex_Vis	42.31890303788374	162	retinotopy	03	004	wedges	
subcortex_CAU	27.638040829225037	8	retinotopy	03	004	wedges	
subcortex_PUT	28.578763126276403	8	retinotopy	03	004	wedges	
subcortex_THA	27.762567743095484	14	retinotopy	03	004	wedges	
cerebellum	25.259978980174342	88	retinotopy	03	005	bars	
cortex_Cont	34.300751427277554	128	retinotopy	03	005	bars	
cortex_Default	34.67419692100365	209	retinotopy	03	005	bars	
cortex_DorsAttn	34.943440120782974	122	retinotopy	03	005	bars	
cortex_Limbic	18.367775953310602	60	retinotopy	03	005	bars	
cortex_SalVentAttn	35.39182430616792	121	retinotopy	03	005	bars	
cortex_SomMot	32.68136900447655	194	retinotopy	03	005	bars	
cortex_Vis	29.528272113155417	162	retinotopy	03	005	bars	
subcortex_CAU	24.98069163996092	8	retinotopy	03	005	bars	
subcortex_PUT	26.87640279329041	8	retinotopy	03	005	bars	
subcortex_THA	25.814171472491157	14	retinotopy	03	005	bars	
cerebellum	33.539790264931035	88	retinotopy	03	005	rings	
cortex_Cont	42.571151416156525	128	retinotopy	03	005	rings	
cortex_Default	41.88471062817755	209	retinotopy	03	005	rings	
cortex_DorsAttn	47.066931182445224	122	retinotopy	03	005	rings	
cortex_Limbic	21.7571208796756	60	retinotopy	03	005	rings	
cortex_SalVentAttn	42.953483201700266	121	retinotopy	03	005	rings	
cortex_SomMot	43.94991404109894	194	retinotopy	03	005	rings	
cortex_Vis	39.79715595201019	162	retinotopy	03	005	rings	
subcortex_CAU	27.5397512791002	8	retinotopy	03	005	rings	
subcortex_PUT	28.59352867979222	8	retinotopy	03	005	rings	
subcortex_THA	28.26766474981826	14	retinotopy	03	005	rings	
cerebellum	35.211429660756465	88	retinotopy	03	005	wedges	
cortex_Cont	42.2228734443972	128	retinotopy	03	005	wedges	
cortex_Default	41.56814359474354	209	retinotopy	03	005	wedges	
cortex_DorsAttn	46.2788631736668	122	retinotopy	03	005	wedges	
cortex_Limbic	20.811125409237853	60	retinotopy	03	005	wedges	
cortex_SalVentAttn	42.326239226661386	121	retinotopy	03	005	wedges	
cortex_SomMot	42.80495158226804	194	retinotopy	03	005	wedges	
cortex_Vis	40.95136187750125	162	retinotopy	03	005	wedges	
subcortex_CAU	27.761739471010124	8	retinotopy	03	005	wedges	
subcortex_PUT	28.6849689044747	8	retinotopy	03	005	wedges	
subcortex_THA	28.984990630097816	14	retinotopy	03	005	wedges	
cerebellum	30.45361205935404	88	retinotopy	03	006	bars	
cortex_Cont	41.88200287324846	128	retinotopy	03	006	bars	
cortex_Default	40.577324231277586	209	retinotopy	03	006	bars	
cortex_DorsAttn	44.74188687379167	122	retinotopy	03	006	bars	
cortex_Limbic	20.16363600097109	60	retinotopy	03	006	bars	
cortex_SalVentAttn	41.33387628591836	121	retinotopy	03	006	bars	
cortex_SomMot	41.57096433988514	194	retinotopy	03	006	bars	
cortex_Vis	37.18059397098112	162	retinotopy	03	006	bars	
subcortex_CAU	26.49281195736731	8	retinotopy	03	006	bars	
subcortex_PUT	28.016989474910545	8	retinotopy	03	006	bars	
subcortex_THA	27.628442213384695	14	retinotopy	03	006	bars	
cerebellum	29.809657108811464	88	retinotopy	03	006	rings	
cortex_Cont	41.79858866438886	128	retinotopy	03	006	rings	
cortex_Default	40.465627201165226	209	retinotopy	03	006	rings	
cortex_DorsAttn	44.003975373874184	122	retinotopy	03	006	rings	
cortex_Limbic	20.63037540302742	60	retinotopy	03	006	rings	
cortex_SalVentAttn	40.78631607398567	121	retinotopy	03	006	rings	
cortex_SomMot	40.475864148959026	194	retinotopy	03	006	rings	
cortex_Vis	36.86340331249728	162	retinotopy	03	006	rings	
subcortex_CAU	26.368100943896334	8	retinotopy	03	006	rings	
subcortex_PUT	27.766953262952462	8	retinotopy	03	006	rings	
subcortex_THA	27.473731730538564	14	retinotopy	03	006	rings	
cerebellum	30.313876810097387	88	retinotopy	03	006	wedges	
cortex_Cont	39.48924699330848	128	retinotopy	03	006	wedges	
cortex_Default	38.68683441557265	209	retinotopy	03	006	wedges	
cortex_DorsAttn	42.5008435721966	122	retinotopy	03	006	wedges	
cortex_Limbic	19.93485961649368	60	retinotopy	03	006	wedges	
cortex_SalVentAttn	40.351987550604456	121	retinotopy	03	006	wedges	
cortex_SomMot	39.755662094461194	194	retinotopy	03	006	wedges	
cortex_Vis	36.33461068869811	162	retinotopy	03	006	wedges	
subcortex_CAU	26.53636273479397	8	retinotopy	03	006	wedges	
subcortex_PUT	28.36226847185473	8	retinotopy	03	006	wedges	
subcortex_THA	27.75090033167908	14	retinotopy	03	006	wedges	
cerebellum	17.354371492669962	88	retinotopy	05	001	bars	
cortex_Cont	32.61110188059523	128	retinotopy	05	001	bars	
cortex_Default	32.12634387477554	209	retinotopy	05	001	bars	
cortex_DorsAttn	35.710199479759	122	retinotopy	05	001	bars	
cortex_Limbic	15.30795697601619	60	retinotopy	05	001	bars	
cortex_SalVentAttn	33.02811220630124	121	retinotopy	05	001	bars	
cortex_SomMot	32.60414806549338	194	retinotopy	05	001	bars	
cortex_Vis	28.656940117691413	162	retinotopy	05	001	bars	
subcortex_CAU	24.35585983482378	8	retinotopy	05	001	bars	
subcortex_PUT	23.582195011635292	8	retinotopy	05	001	bars	
subcortex_THA	23.82020024400064	14	retinotopy	05	001	bars	
cerebellum	22.38691804417233	88	retinotopy	05	001	rings	
cortex_Cont	40.509207836303496	128	retinotopy	05	001	rings	
cortex_Default	39.557102951872146	209	retinotopy	05	001	rings	
cortex_DorsAttn	43.94522004149231	122	retinotopy	05	001	rings	
cortex_Limbic	18.594783244133925	60	retinotopy	05	001	rings	
cortex_SalVentAttn	39.17866710976631	121	retinotopy	05	001	rings	
cortex_SomMot	40.17595221846012	194	retinotopy	05	001	rings	
cortex_Vis	35.38441708403437	162	retinotopy	05	001	rings	
subcortex_CAU	26.09215829301246	8	retinotopy	05	001	rings	
subcortex_PUT	24.173636271191885	8	retinotopy	05	001	rings	
subcortex_THA	26.2087863224194	14	retinotopy	05	001	rings	
cerebellum	21.63706625612793	88	retinotopy	05	001	wedges	
cortex_Cont	39.083615674874785	128	retinotopy	05	001	wedges	
cortex_Default	37.74401582033269	209	retinotopy	05	001	wedges	
cortex_DorsAttn	43.40421598801019	122	retinotopy	05	001	wedges	
cortex_Limbic	17.13869329669116	60	retinotopy	05	001	wedges	
cortex_SalVentAttn	38.5698617781324	121	retinotopy	05	001	wedges	
cortex_SomMot	39.63569048918106	194	retinotopy	05	001	wedges	
cortex_Vis	33.98707820608589	162	retinotopy	05	001	wedges	
subcortex_CAU	25.43574766767741	8	retinotopy	05	001	wedges	
subcortex_PUT	24.022897065891186	8	retinotopy	05	001	wedges	
subcortex_THA	25.798905669375326	14	retinotopy	05	001	wedges	
cerebellum	18.037187379871263	88	retinotopy	05	002	wedges	
cortex_Cont	39.29232884392567	128	retinotopy	05	002	wedges	
cortex_Default	37.92743439746503	209	retinotopy	05	002	wedges	
cortex_DorsAttn	41.55542833877962	122	retinotopy	05	002	wedges	
cortex_Limbic	17.143040187510557	60	retinotopy	05	002	wedges	
cortex_SalVentAttn	39.650226254478305	121	retinotopy	05	002	wedges	
cortex_SomMot	40.00060749233943	194	retinotopy	05	002	wedges	
cortex_Vis	32.77364385954612	162	retinotopy	05	002	wedges	
subcortex_CAU	26.981751361948053	8	retinotopy	05	002	wedges	
subcortex_PUT	25.6224989759199	8	retinotopy	05	002	wedges	
subcortex_THA	26.424442619243194	14	retinotopy	05	002	wedges	
cerebellum	22.04908741053022	88	retinotopy	05	003	bars	
cortex_Cont	44.91836261038273	128	retinotopy	05	003	bars	
cortex_Default	41.91690905534252	209	retinotopy	05	003	bars	
cortex_DorsAttn	47.078099169732994	122	retinotopy	05	003	bars	
cortex_Limbic	18.412991768764392	60	retinotopy	05	003	bars	
cortex_SalVentAttn	42.844952448572386	121	retinotopy	05	003	bars	
cortex_SomMot	44.34628410091297	194	retinotopy	05	003	bars	
cortex_Vis	37.71942300211571	162	retinotopy	05	003	bars	
subcortex_CAU	27.916753256354102	8	retinotopy	05	003	bars	
subcortex_PUT	25.887553472634334	8	retinotopy	05	003	bars	
subcortex_THA	26.953622437339167	14	retinotopy	05	003	bars	
cerebellum	19.000805965907745	88	retinotopy	05	003	rings	
cortex_Cont	38.95354624636461	128	retinotopy	05	003	rings	
cortex_Default	37.57391991490224	209	retinotopy	05	003	rings	
cortex_DorsAttn	39.749676698631255	122	retinotopy	05	003	rings	
cortex_Limbic	16.85727909792717	60	retinotopy	05	003	rings	
cortex_SalVentAttn	39.035007205521566	121	retinotopy	05	003	rings	
cortex_SomMot	38.780819605035305	194	retinotopy	05	003	rings	
cortex_Vis	32.269342379899875	162	retinotopy	05	003	rings	
subcortex_CAU	27.793469098947767	8	retinotopy	05	003	rings	
subcortex_PUT	25.55489698970587	8	retinotopy	05	003	rings	
subcortex_THA	26.402109884701186	14	retinotopy	05	003	rings	
cerebellum	22.06214468476064	88	retinotopy	05	003	wedges	
cortex_Cont	46.65414557921211	128	retinotopy	05	003	wedges	
cortex_Default	43.8245101328101	209	retinotopy	05	003	wedges	
cortex_DorsAttn	49.781365729804556	122	retinotopy	05	003	wedges	
cortex_Limbic	18.90384488434473	60	retinotopy	05	003	wedges	
cortex_SalVentAttn	43.625347350582814	121	retinotopy	05	003	wedges	
cortex_SomMot	47.05539870789875	194	retinotopy	05	003	wedges	
cortex_Vis	37.14187083129944	162	retinotopy	05	003	wedges	
subcortex_CAU	28.407482065478906	8	retinotopy	05	003	wedges	
subcortex_PUT	25.947096044551113	8	retinotopy	05	003	wedges	
subcortex_THA	26.77750249432228	14	retinotopy	05	003	wedges	
cerebellum	30.644096888969298	88	retinotopy	05	004	bars	
cortex_Cont	46.02329947378429	128	retinotopy	05	004	bars	
cortex_Default	43.36559712422127	209	retinotopy	05	004	bars	
cortex_DorsAttn	50.498176602792014	122	retinotopy	05	004	bars	
cortex_Limbic	21.946296637424386	60	retinotopy	05	004	bars	
cortex_SalVentAttn	44.12653221505658	121	retinotopy	05	004	bars	
cortex_SomMot	47.62440544047693	194	retinotopy	05	004	bars	
cortex_Vis	39.39262826652022	162	retinotopy	05	004	bars	
subcortex_CAU	29.033661643935023	8	retinotopy	05	004	bars	
subcortex_PUT	25.948492717493153	8	retinotopy	05	004	bars	
subcortex_THA	27.999138330915375	14	retinotopy	05	004	bars	
cerebellum	30.717211485674387	88	retinotopy	05	004	rings	
cortex_Cont	48.01101183096073	128	retinotopy	05	004	rings	
cortex_Default	45.11142564021962	209	retinotopy	05	004	rings	
cortex_DorsAttn	48.11736460324834	122	retinotopy	05	004	rings	
cortex_Limbic	22.916611045643215	60	retinotopy	05	004	rings	
cortex_SalVentAttn	44.861469886644585	121	retinotopy	05	004	rings	
cortex_SomMot	46.696413151761234	194	retinotopy	05	004	rings	
cortex_Vis	37.9390770109142	162	retinotopy	05	004	rings	
subcortex_CAU	29.12359204308564	8	retinotopy	05	004	rings	
subcortex_PUT	25.857209175596303	8	retinotopy	05	004	rings	
subcortex_THA	27.791845020499274	14	retinotopy	05	004	rings	
cerebellum	32.00675606756763	88	retinotopy	05	004	wedges	
cortex_Cont	46.05909353348321	128	retinotopy	05	004	wedges	
cortex_Default	43.23395553913865	209	retinotopy	05	004	wedges	
cortex_DorsAttn	52.27547400734114	122	retinotopy	05	004	wedges	
cortex_Limbic	21.959110911857977	60	retinotopy	05	004	wedges	
cortex_SalVentAttn	43.89747284742369	121	retinotopy	05	004	wedges	
cortex_SomMot	47.851469601296735	194	retinotopy	05	004	wedges	
cortex_Vis	39.73075164687467	162	retinotopy	05	004	wedges	
subcortex_CAU	28.64269617854398	8	retinotopy	05	004	wedges	
subcortex_PUT	25.89655681040121	8	retinotopy	05	004	wedges	
subcortex_THA	27.81089694459401	14	retinotopy	05	004	wedges	
cerebellum	28.870653152384502	88	retinotopy	05	005	bars	
cortex_Cont	43.34122733373185	128	retinotopy	05	005	bars	
cortex_Default	41.27981276128377	209	retinotopy	05	005	bars	
cortex_DorsAttn	46.469940836271405	122	retinotopy	05	005	bars	
cortex_Limbic	20.548243196964226	60	retinotopy	05	005	bars	
cortex_SalVentAttn	42.21719077180392	121	retinotopy	05	005	bars	
cortex_SomMot	43.81985808642945	194	retinotopy	05	005	bars	
cortex_Vis	36.43286618064764	162	retinotopy	05	005	bars	
subcortex_CAU	26.6891138455375	8	retinotopy	05	005	bars	
subcortex_PUT	23.956275199113552	8	retinotopy	05	005	bars	
subcortex_THA	26.26412481682925	14	retinotopy	05	005	bars	
cerebellum	27.38986002898081	88	retinotopy	05	005	rings	
cortex_Cont	39.71726881972193	128	retinotopy	05	005	rings	
cortex_Default	37.98874107228334	209	retinotopy	05	005	rings	
cortex_DorsAttn	43.589924001489464	122	retinotopy	05	005	rings	
cortex_Limbic	19.512006600509313	60	retinotopy	05	005	rings	
cortex_SalVentAttn	39.503222914894124	121	retinotopy	05	005	rings	
cortex_SomMot	40.96323462994176	194	retinotopy	05	005	rings	
cortex_Vis	34.5137612675477	162	retinotopy	05	005	rings	
subcortex_CAU	25.743441989644374	8	retinotopy	05	005	rings	
subcortex_PUT	23.640797474868023	8	retinotopy	05	005	rings	
subcortex_THA	26.00044879134062	14	retinotopy	05	005	rings	
cerebellum	25.25716199580759	88	retinotopy	05	005	wedges	
cortex_Cont	36.62387879715856	128	retinotopy	05	005	wedges	
cortex_Default	35.79584891845329	209	retinotopy	05	005	wedges	
cortex_DorsAttn	38.87112373519341	122	retinotopy	05	005	wedges	
cortex_Limbic	18.976202029036266	60	retinotopy	05	005	wedges	
cortex_SalVentAttn	36.78782022655075	121	retinotopy	05	005	wedges	
cortex_SomMot	36.78532927767233	194	retinotopy	05	005	wedges	
cortex_Vis	30.78872447876374	162	retinotopy	05	005	wedges	
subcortex_CAU	25.136938286838543	8	retinotopy	05	005	wedges	
subcortex_PUT	23.3975997051604	8	retinotopy	05	005	wedges	
subcortex_THA	25.150332178072837	14	retinotopy	05	005	wedges	
cerebellum	28.88593296779786	88	retinotopy	05	006	bars	
cortex_Cont	43.412675543390755	128	retinotopy	05	006	bars	
cortex_Default	41.04132893734285	209	retinotopy	05	006	bars	
cortex_DorsAttn	46.74613780687838	122	retinotopy	05	006	bars	
cortex_Limbic	21.247471871041405	60	retinotopy	05	006	bars	
cortex_SalVentAttn	41.38652652056541	121	retinotopy	05	006	bars	
cortex_SomMot	43.73176875201971	194	retinotopy	05	006	bars	
cortex_Vis	37.43538428837243	162	retinotopy	05	006	bars	
subcortex_CAU	27.49012240081532	8	retinotopy	05	006	bars	
subcortex_PUT	24.567626615845125	8	retinotopy	05	006	bars	
subcortex_THA	26.194715045958514	14	retinotopy	05	006	bars	
cerebellum	30.190223413671784	88	retinotopy	05	006	rings	
cortex_Cont	47.85085802004359	128	retinotopy	05	006	rings	
cortex_Default	44.588326411258635	209	retinotopy	05	006	rings	
cortex_DorsAttn	50.44290583745094	122	retinotopy	05	006	rings	
cortex_Limbic	22.45891759599747	60	retinotopy	05	006	rings	
cortex_SalVentAttn	45.28640160335729	121	retinotopy	05	006	rings	
cortex_SomMot	48.92729977574561	194	retinotopy	05	006	rings	
cortex_Vis	38.493418019444064	162	retinotopy	05	006	rings	
subcortex_CAU	28.922800889561866	8	retinotopy	05	006	rings	
subcortex_PUT	25.293570564888526	8	retinotopy	05	006	rings	
subcortex_THA	27.191604916320525	14	retinotopy	05	006	rings	
cerebellum	27.81458206537893	88	retinotopy	05	006	wedges	
cortex_Cont	42.25788252274389	128	retinotopy	05	006	wedges	
cortex_Default	40.36534026628234	209	retinotopy	05	006	wedges	
cortex_DorsAttn	44.06112937846187	122	retinotopy	05	006	wedges	
cortex_Limbic	20.676762061644364	60	retinotopy	05	006	wedges	
cortex_SalVentAttn	41.265742940011435	121	retinotopy	05	006	wedges	
cortex_SomMot	42.61669818181204	194	retinotopy	05	006	wedges	
cortex_Vis	34.52303728396528	162	retinotopy	05	006	wedges	
subcortex_CAU	28.105841207999482	8	retinotopy	05	006	wedges	
subcortex_PUT	24.777770050004275	8	retinotopy	05	006	wedges	
subcortex_THA	26.36720456581395	14	retinotopy	05	006	wedges	
