group	tsnr_mean	n_parcels	dataset	subject	session	task	run
cortex_Default	37.82504518951014	209	things	02	36	things	2
cortex_DorsAttn	40.25005303299938	122	things	02	36	things	2
cortex_Limbic	19.34559816727619	60	things	02	36	things	2
cortex_SalVentAttn	39.1795547523757	121	things	02	36	things	2
cortex_SomMot	38.292906311891215	194	things	02	36	things	2
cortex_Vis	33.59848319126275	162	things	02	36	things	2
subcortex_CAU	31.209492674238554	8	things	02	36	things	2
subcortex_PUT	29.455164721117	8	things	02	36	things	2
subcortex_THA	25.764755318082457	14	things	02	36	things	2
cerebellum	27.56004915504892	88	things	02	36	things	3
cortex_Cont	44.80573584968447	128	things	02	36	things	3
cortex_Default	41.09085918621999	209	things	02	36	things	3
cortex_DorsAttn	47.27844774725233	122	things	02	36	things	3
cortex_Limbic	20.04387963225354	60	things	02	36	things	3
cortex_SalVentAttn	41.970695017797745	121	things	02	36	things	3
cortex_SomMot	43.02516732354135	194	things	02	36	things	3
cortex_Vis	39.00620348155921	162	things	02	36	things	3
subcortex_CAU	31.153527132565543	8	things	02	36	things	3
subcortex_PUT	29.49732755516923	8	things	02	36	things	3
subcortex_THA	26.259828541575136	14	things	02	36	things	3
cerebellum	27.554894309562314	88	things	02	36	things	4
cortex_Cont	44.18040895280862	128	things	02	36	things	4
cortex_Default	40.33635795351685	209	things	02	36	things	4
cortex_DorsAttn	47.41259283362123	122	things	02	36	things	4
cortex_Limbic	20.068443867234443	60	things	02	36	things	4
cortex_SalVentAttn	41.43374741876677	121	things	02	36	things	4
cortex_SomMot	42.717430901617526	194	things	02	36	things	4
cortex_Vis	38.91618699908369	162	things	02	36	things	4
subcortex_CAU	30.854556648172732	8	things	02	36	things	4
subcortex_PUT	29.23511765911007	8	things	02	36	things	4
subcortex_THA	26.150783350155596	14	things	02	36	things	4
cerebellum	27.700894663714426	88	things	02	36	things	5
cortex_Cont	45.079489550282695	128	things	02	36	things	5
cortex_Default	41.36106122064724	209	things	02	36	things	5
cortex_DorsAttn	48.72654743865652	122	things	02	36	things	5
cortex_Limbic	20.41268512144091	60	things	02	36	things	5
cortex_SalVentAttn	42.36602651267644	121	things	02	36	things	5
cortex_SomMot	43.64400210705516	194	things	02	36	things	5
cortex_Vis	40.20956701712319	162	things	02	36	things	5
subcortex_CAU	31.26077555765842	8	things	02	36	things	5
subcortex_PUT	29.598444010488304	8	things	02	36	things	5
subcortex_THA	26.386237220222284	14	things	02	36	things	5
cerebellum	26.066309825399514	88	things	02	36	things	6
cortex_Cont	42.75561926202487	128	things	02	36	things	6
cortex_Default	39.87267951599404	209	things	02	36	things	6
cortex_DorsAttn	45.478138661062836	122	things	02	36	things	6
cortex_Limbic	19.63942109415921	60	things	02	36	things	6
cortex_SalVentAttn	40.5041173684477	121	things	02	36	things	6
cortex_SomMot	41.19121668380661	194	things	02	36	things	6
cortex_Vis	36.98258344212783	162	things	02	36	things	6
subcortex_CAU	30.61368900467614	8	things	02	36	things	6
subcortex_PUT	28.985795744845674	8	things	02	36	things	6
subcortex_THA	25.514785728457845	14	things	02	36	things	6
cerebellum	37.1752150303556	88	things	03	01	things	1
cortex_Cont	52.23282433634827	128	things	03	01	things	1
cortex_Default	49.702662161571226	209	things	03	01	things	1
cortex_DorsAttn	56.849028215378766	122	things	03	01	things	1
cortex_Limbic	23.63108227079481	60	things	03	01	things	1
cortex_SalVentAttn	49.08644171265604	121	things	03	01	things	1
cortex_SomMot	52.08171537969282	194	things	03	01	things	1
cortex_Vis	48.378102039426736	162	things	03	01	things	1
subcortex_CAU	28.313200730884212	8	things	03	01	things	1
subcortex_PUT	29.707970466634624	8	things	03	01	things	1
subcortex_THA	28.80049203403059	14	things	03	01	things	1
cerebellum	38.180507429881544	88	things	03	01	things	2
cortex_Cont	52.0633889886748	128	things	03	01	things	2
cortex_Default	49.640644858926535	209	things	03	01	things	2
cortex_DorsAttn	56.84301044809832	122	things	03	01	things	2
cortex_Limbic	24.180269089018495	60	things	03	01	things	2
cortex_SalVentAttn	48.93258686422604	121	things	03	01	things	2
cortex_SomMot	52.30313000779664	194	things	03	01	things	2
cortex_Vis	47.70850928964415	162	things	03	01	things	2
subcortex_CAU	28.32167779803978	8	things	03	01	things	2
subcortex_PUT	29.695900332034636	8	things	03	01	things	2
subcortex_THA	28.692104639699455	14	things	03	01	things	2
cerebellum	38.5988379759456	88	things	03	01	things	3
cortex_Cont	52.78243313180685	128	things	03	01	things	3
cortex_Default	50.36597979563388	209	things	03	01	things	3
cortex_DorsAttn	58.697661462820314	122	things	03	01	things	3
cortex_Limbic	23.14173870585575	60	things	03	01	things	3
cortex_SalVentAttn	49.72692332375262	121	things	03	01	things	3
cortex_SomMot	53.5088766955218	194	things	03	01	things	3
cortex_Vis	49.582643567130496	162	things	03	01	things	3
subcortex_CAU	28.38581855371348	8	things	03	01	things	3
subcortex_PUT	29.69438216662195	8	things	03	01	things	3
subcortex_THA	28.926473464158228	14	things	03	01	things	3
cerebellum	36.6522627182616	88	things	03	02	things	1
cortex_Cont	46.36865367364118	128	things	03	02	things	1
cortex_Default	45.540043966626335	209	things	03	02	things	1
cortex_DorsAttn	51.52472851365145	122	things	03	02	things	1
cortex_Limbic	22.466628566667918	60	things	03	02	things	1
cortex_SalVentAttn	45.52897928548069	121	things	03	02	things	1
cortex_SomMot	47.272207385779616	194	things	03	02	things	1
cortex_Vis	45.458708787834986	162	things	03	02	things	1
subcortex_CAU	28.183503041066132	8	things	03	02	things	1
subcortex_PUT	29.51468689846226	8	things	03	02	things	1
subcortex_THA	29.542999972827833	14	things	03	02	things	1
cerebellum	36.40720245012109	88	things	03	02	things	2
cortex_Cont	48.68755060320057	128	things	03	02	things	2
cortex_Default	46.64425326381021	209	things	03	02	things	2
cortex_DorsAttn	54.27625962622339	122	things	03	02	things	2
cortex_Limbic	22.076289238781126	60	things	03	02	things	2
cortex_SalVentAttn	46.59615964758674	121	things	03	02	things	2
cortex_SomMot	49.53271795490868	194	things	03	02	things	2
cortex_Vis	46.69824076526897	162	things	03	02	things	2
subcortex_CAU	27.7241107413309	8	things	03	02	things	2
subcortex_PUT	29.474628546902682	8	things	03	02	things	2
subcortex_THA	29.41380313200002	14	things	03	02	things	2
cerebellum	32.08222086497664	88	things	03	02	things	3
cortex_Cont	44.77251945375108	128	things	03	02	things	3
cortex_Default	43.572392302748405	209	things	03	02	things	3
cortex_DorsAttn	47.98839608060904	122	things	03	02	things	3
cortex_Limbic	20.688287076915685	60	things	03	02	things	3
cortex_SalVentAttn	43.709186086801324	121	things	03	02	things	3
cortex_SomMot	43.96569278917309	194	things	03	02	things	3
cortex_Vis	41.49400075660899	162	things	03	02	things	3
subcortex_CAU	27.29738558146757	8	things	03	02	things	3
subcortex_PUT	29.295347595580584	8	things	03	02	things	3
subcortex_THA	28.81093771065438	14	things	03	02	things	3
cerebellum	29.26243388815482	88	things	03	02	things	4
cortex_Cont	40.02412603099092	128	things	03	02	things	4
cortex_Default	39.56805574913598	209	things	03	02	things	4
cortex_DorsAttn	42.19778094883042	122	things	03	02	things	4
cortex_Limbic	19.472410141171807	60	things	03	02	things	4
cortex_SalVentAttn	39.6500582800558	121	things	03	02	things	4
cortex_SomMot	38.49002010252301	194	things	03	02	things	4
cortex_Vis	37.20316117599713	162	things	03	02	things	4
subcortex_CAU	25.856194559165072	8	things	03	02	things	4
subcortex_PUT	28.584967257527655	8	things	03	02	things	4
subcortex_THA	27.539057577187503	14	things	03	02	things	4
cerebellum	29.826384774907698	88	things	03	02	things	5
cortex_Cont	41.062050547616096	128	things	03	02	things	5
cortex_Default	40.24008464083813	209	things	03	02	things	5
cortex_DorsAttn	41.58164709152924	122	things	03	02	things	5
cortex_Limbic	20.23498600008032	60	things	03	02	things	5
cortex_SalVentAttn	40.79682618350861	121	things	03	02	things	5
cortex_SomMot	39.24971266996854	194	things	03	02	things	5
cortex_Vis	35.44691096193155	162	things	03	02	things	5
subcortex_CAU	27.00397087057785	8	things	03	02	things	5
subcortex_PUT	28.64248635058247	8	things	03	02	things	5
subcortex_THA	27.78503900590849	14	things	03	02	things	5
cerebellum	27.943798188498803	88	things	03	02	things	6
cortex_Cont	38.21722178885826	128	things	03	02	things	6
cortex_Default	37.63705165093213	209	things	03	02	things	6
cortex_DorsAttn	39.23069930829453	122	things	03	02	things	6
cortex_Limbic	19.630936878632202	60	things	03	02	things	6
cortex_SalVentAttn	39.29769807547264	121	things	03	02	things	6
cortex_SomMot	37.10214378877911	194	things	03	02	things	6
cortex_Vis	33.31542237387027	162	things	03	02	things	6
subcortex_CAU	26.20806430997901	8	things	03	02	things	6
subcortex_PUT	27.828289809084332	8	things	03	02	things	6
subcortex_THA	27.127110951855336	14	things	03	02	things	6
cerebellum	39.02656646680078	88	things	03	03	things	1
cortex_Cont	53.64007104113793	128	things	03	03	things	1
cortex_Default	50.74658506223293	209	things	03	03	things	1
cortex_DorsAttn	58.932478886693104	122	things	03	03	things	1
cortex_Limbic	23.893020260490793	60	things	03	03	things	1
cortex_SalVentAttn	50.03447747946946	121	things	03	03	things	1
cortex_SomMot	53.72888382906026	194	things	03	03	things	1
cortex_Vis	50.26123232132769	162	things	03	03	things	1
subcortex_CAU	28.799688717454227	8	things	03	03	things	1
subcortex_PUT	29.77657720831738	8	things	03	03	things	1
subcortex_THA	29.511391755049026	14	things	03	03	things	1
cerebellum	38.85044009398128	88	things	03	03	things	2
cortex_Cont	52.20903255465943	128	things	03	03	things	2
cortex_Default	49.96807413457474	209	things	03	03	things	2
cortex_DorsAttn	58.520587749995926	122	things	03	03	things	2
cortex_Limbic	23.48111042315208	60	things	03	03	things	2
cortex_SalVentAttn	49.64705955891645	121	things	03	03	things	2
cortex_SomMot	53.32365233573865	194	things	03	03	things	2
cortex_Vis	49.7700427890726	162	things	03	03	things	2
subcortex_CAU	28.690912298077578	8	things	03	03	things	2
subcortex_PUT	29.546484018876352	8	things	03	03	things	2
subcortex_THA	29.34325601052232	14	things	03	03	things	2
cerebellum	39.50484416443259	88	things	03	03	things	3
cortex_Cont	54.666261074123234	128	things	03	03	things	3
cortex_Default	51.782951029611915	209	things	03	03	things	3
cortex_DorsAttn	60.59777208744587	122	things	03	03	things	3
cortex_Limbic	23.648398692278477	60	things	03	03	things	3
cortex_SalVentAttn	50.86715560630497	121	things	03	03	things	3
cortex_SomMot	54.89359114506413	194	things	03	03	things	3
cortex_Vis	51.07157804024157	162	things	03	03	things	3
subcortex_CAU	28.492717856236197	8	things	03	03	things	3
subcortex_PUT	29.540506986455135	8	things	03	03	things	3
subcortex_THA	29.22813765581685	14	things	03	03	things	3
cerebellum	38.35506995077954	88	things	03	03	things	4
cortex_Cont	52.05256986681682	128	things	03	03	things	4
cortex_Default	50.377038905047456	209	things	03	03	things	4
cortex_DorsAttn	56.71482873164345	122	things	03	03	things	4
cortex_Limbic	23.733468994116187	60	things	03	03	things	4
cortex_SalVentAttn	49.05623425554031	121	things	03	03	things	4
cortex_SomMot	51.98374415809109	194	things	03	03	things	4
cortex_Vis	47.76721441578163	162	things	03	03	things	4
subcortex_CAU	29.105797471916173	8	things	03	03	things	4
subcortex_PUT	29.45591940294516	8	things	03	03	things	4
subcortex_THA	29.32818873418114	14	things	03	03	things	4
cerebellum	39.74957414197684	88	things	03	03	things	5
cortex_Cont	54.10521100083951	128	things	03	03	things	5
cortex_Default	51.668219862085515	209	things	03	03	things	5
cortex_DorsAttn	59.82379461124272	122	things	03	03	things	5
cortex_Limbic	24.102873395119545	60	things	03	03	things	5
cortex_SalVentAttn	50.28752903227892	121	things	03	03	things	5
cortex_SomMot	54.59022091105087	194	things	03	03	things	5
cortex_Vis	50.47537915152103	162	things	03	03	things	5
subcortex_CAU	28.376477776105915	8	things	03	03	things	5
subcortex_PUT	29.247698355456695	8	things	03	03	things	5
subcortex_THA	29.384220591170266	14	things	03	03	things	5
cerebellum	39.79721608027854	88	things	03	03	things	6
cortex_Cont	54.22533324828014	128	things	03	03	things	6
cortex_Default	51.704373142173715	209	things	03	03	things	6
cortex_DorsAttn	59.94579868059897	122	things	03	03	things	6
cortex_Limbic	23.63220443083224	60	things	03	03	things	6
cortex_SalVentAttn	50.17602248208261	121	things	03	03	things	6
cortex_SomMot	54.13157147421955	194	things	03	03	things	6
cortex_Vis	50.860526852164845	162	things	03	03	things	6
subcortex_CAU	28.384716028800295	8	things	03	03	things	6
subcortex_PUT	29.415132065826096	8	things	03	03	things	6
subcortex_THA	29.17610735377818	14	things	03	03	things	6
cerebellum	38.59711444950194	88	things	03	04	things	1
cortex_Cont	48.69418638491262	128	things	03	04	things	1
cortex_Default	46.94927531685209	209	things	03	04	things	1
cortex_DorsAttn	53.50940413187893	122	things	03	04	things	1
cortex_Limbic	22.70023421141593	60	things	03	04	things	1
cortex_SalVentAttn	46.41565094652132	121	things	03	04	things	1
cortex_SomMot	48.93891016726554	194	things	03	04	things	1
cortex_Vis	47.440302978663105	162	things	03	04	things	1
subcortex_CAU	28.78701199617897	8	things	03	04	things	1
subcortex_PUT	29.161668701485997	8	things	03	04	things	1
subcortex_THA	29.28592532810864	14	things	03	04	things	1
cerebellum	39.370720611981284	88	things	03	04	things	2
cortex_Cont	51.14461309190265	128	things	03	04	things	2
cortex_Default	48.89054744957283	209	things	03	04	things	2
cortex_DorsAttn	57.11811089789458	122	things	03	04	things	2
cortex_Limbic	23.284073108827705	60	things	03	04	things	2
cortex_SalVentAttn	47.97269896055957	121	things	03	04	things	2
cortex_SomMot	50.61630028179756	194	things	03	04	things	2
cortex_Vis	49.80269429173836	162	things	03	04	things	2
subcortex_CAU	28.97370161642873	8	things	03	04	things	2
subcortex_PUT	29.605879103523254	8	things	03	04	things	2
subcortex_THA	29.442570114286475	14	things	03	04	things	2
cerebellum	38.33812891145088	88	things	03	04	things	3
cortex_Cont	48.87164408143268	128	things	03	04	things	3
cortex_Default	47.40133746762001	209	things	03	04	things	3
cortex_DorsAttn	54.25890742987288	122	things	03	04	things	3
cortex_Limbic	22.72564862226748	60	things	03	04	things	3
cortex_SalVentAttn	46.5887206070741	121	things	03	04	things	3
cortex_SomMot	48.58484851283887	194	things	03	04	things	3
cortex_Vis	48.12434912903891	162	things	03	04	things	3
subcortex_CAU	28.277746566884435	8	things	03	04	things	3
subcortex_PUT	29.320465924486147	8	things	03	04	things	3
subcortex_THA	29.071722180859318	14	things	03	04	things	3
cerebellum	33.397946694931264	88	things	03	04	things	4
cortex_Cont	44.795164116423855	128	things	03	04	things	4
cortex_Default	43.66453510183516	209	things	03	04	things	4
cortex_DorsAttn	46.81134865625684	122	things	03	04	things	4
cortex_Limbic	20.956373097081133	60	things	03	04	things	4
cortex_SalVentAttn	44.261462490518525	121	things	03	04	things	4
cortex_SomMot	44.508651915955305	194	things	03	04	things	4
cortex_Vis	39.88683126391773	162	things	03	04	things	4
subcortex_CAU	27.490557927320424	8	things	03	04	things	4
subcortex_PUT	28.80582373440928	8	things	03	04	things	4
subcortex_THA	28.38543027703304	14	things	03	04	things	4
cerebellum	35.74799850458316	88	things	03	04	things	5
cortex_Cont	47.89021525947193	128	things	03	04	things	5
cortex_Default	46.41505960240656	209	things	03	04	things	5
cortex_DorsAttn	51.647211534430525	122	things	03	04	things	5
cortex_Limbic	22.361423815230587	60	things	03	04	things	5
cortex_SalVentAttn	46.069007876378436	121	things	03	04	things	5
cortex_SomMot	47.13300313378175	194	things	03	04	things	5
cortex_Vis	45.24526550800103	162	things	03	04	things	5
subcortex_CAU	27.527228161644462	8	things	03	04	things	5
subcortex_PUT	28.735009257113138	8	things	03	04	things	5
subcortex_THA	28.792040655215676	14	things	03	04	things	5
cerebellum	36.00171412875631	88	things	03	04	things	6
cortex_Cont	47.72253181491685	128	things	03	04	things	6
cortex_Default	46.43817216561708	209	things	03	04	things	6
cortex_DorsAttn	51.07289237732932	122	things	03	04	things	6
cortex_Limbic	22.825783322176672	60	things	03	04	things	6
cortex_SalVentAttn	45.663200621978845	121	things	03	04	things	6
cortex_SomMot	46.43785869172564	194	things	03	04	things	6
cortex_Vis	44.14623451238722	162	things	03	04	things	6
subcortex_CAU	27.823823764558796	8	things	03	04	things	6
subcortex_PUT	28.822043321842486	8	things	03	04	things	6
subcortex_THA	28.727140131594847	14	things	03	04	things	6
cerebellum	34.68911974091017	88	things	03	05	things	1
cortex_Cont	46.03336687078616	128	things	03	05	things	1
cortex_Default	44.125682149560696	209	things	03	05	things	1
cortex_DorsAttn	51.80713295141293	122	things	03	05	things	1
cortex_Limbic	21.096383029131218	60	things	03	05	things	1
cortex_SalVentAttn	44.31963826785433	121	things	03	05	things	1
cortex_SomMot	46.06516813505015	194	things	03	05	things	1
cortex_Vis	45.32033135079247	162	things	03	05	things	1
subcortex_CAU	27.777511318708754	8	things	03	05	things	1
subcortex_PUT	28.68968832136734	8	things	03	05	things	1
subcortex_THA	28.385300458760263	14	things	03	05	things	1
cerebellum	36.575970987732276	88	things	03	05	things	2
cortex_Cont	46.944726559721495	128	things	03	05	things	2
cortex_Default	44.95782769815944	209	things	03	05	things	2
cortex_DorsAttn	51.987760637858614	122	things	03	05	things	2
cortex_Limbic	21.85714710704225	60	things	03	05	things	2
cortex_SalVentAttn	44.909934418395856	121	things	03	05	things	2
cortex_SomMot	45.84946384727512	194	things	03	05	things	2
cortex_Vis	46.74508284119615	162	things	03	05	things	2
subcortex_CAU	28.082102722932834	8	things	03	05	things	2
subcortex_PUT	29.180356839561124	8	things	03	05	things	2
subcortex_THA	29.028511609809794	14	things	03	05	things	2
cerebellum	37.79422101692705	88	things	03	05	things	3
cortex_Cont	49.60680782473435	128	things	03	05	things	3
cortex_Default	47.86632291634438	209	things	03	05	things	3
cortex_DorsAttn	54.783284846307296	122	things	03	05	things	3
cortex_Limbic	22.722299245858473	60	things	03	05	things	3
cortex_SalVentAttn	47.3130379790184	121	things	03	05	things	3
cortex_SomMot	49.398298162064535	194	things	03	05	things	3
cortex_Vis	48.321309974921014	162	things	03	05	things	3
subcortex_CAU	29.067626712723694	8	things	03	05	things	3
subcortex_PUT	29.637823758556674	8	things	03	05	things	3
subcortex_THA	29.14730057321154	14	things	03	05	things	3
cerebellum	36.9659241995918	88	things	03	05	things	4
cortex_Cont	48.20730498550608	128	things	03	05	things	4
cortex_Default	46.46434931682048	209	things	03	05	things	4
cortex_DorsAttn	53.69402129724266	122	things	03	05	things	4
cortex_Limbic	22.459452995021532	60	things	03	05	things	4
cortex_SalVentAttn	46.56413787812357	121	things	03	05	things	4
cortex_SomMot	48.41868156474931	194	things	03	05	things	4
cortex_Vis	47.14935713891071	162	things	03	05	things	4
subcortex_CAU	28.67955351610938	8	things	03	05	things	4
subcortex_PUT	29.418011092932836	8	things	03	05	things	4
subcortex_THA	29.28346693214075	14	things	03	05	things	4
cerebellum	37.92038360588995	88	things	03	05	things	5
cortex_Cont	52.45041915722833	128	things	03	05	things	5
cortex_Default	49.962006150730225	209	things	03	05	things	5
cortex_DorsAttn	58.64602137381191	122	things	03	05	things	5
cortex_Limbic	23.84052856992795	60	things	03	05	things	5
cortex_SalVentAttn	48.84682168636993	121	things	03	05	things	5
cortex_SomMot	52.479468728038555	194	things	03	05	things	5
cortex_Vis	50.27287287817646	162	things	03	05	things	5
subcortex_CAU	29.009683301376626	8	things	03	05	things	5
subcortex_PUT	29.72702420127561	8	things	03	05	things	5
subcortex_THA	29.357987340092098	14	things	03	05	things	5
cerebellum	39.42488112448363	88	things	03	05	things	6
cortex_Cont	53.270990403541106	128	things	03	05	things	6
cortex_Default	50.44233229932481	209	things	03	05	things	6
cortex_DorsAttn	59.54339154071283	122	things	03	05	things	6
cortex_Limbic	23.65024341105929	60	things	03	05	things	6
cortex_SalVentAttn	49.435967517263414	121	things	03	05	things	6
cortex_SomMot	53.624522065399226	194	things	03	05	things	6
cortex_Vis	50.820614136885915	162	things	03	05	things	6
subcortex_CAU	28.742673669881142	8	things	03	05	things	6
subcortex_PUT	29.644911720186215	8	things	03	05	things	6
subcortex_THA	29.12155163229046	14	things	03	05	things	6
cerebellum	36.53205224746504	88	things	03	06	things	1
cortex_Cont	50.39561281701744	128	things	03	06	things	1
cortex_Default	48.48059945743175	209	things	03	06	things	1
cortex_DorsAttn	55.55897043633134	122	things	03	06	things	1
cortex_Limbic	22.00715150976291	60	things	03	06	things	1
cortex_SalVentAttn	48.24674278632487	121	things	03	06	things	1
cortex_SomMot	50.369258785056005	194	things	03	06	things	1
cortex_Vis	47.384150371804786	162	things	03	06	things	1
subcortex_CAU	29.361272620632324	8	things	03	06	things	1
subcortex_PUT	29.870898168306404	8	things	03	06	things	1
subcortex_THA	29.120773520040878	14	things	03	06	things	1
cerebellum	36.29404039345584	88	things	03	06	things	2
cortex_Cont	47.6480656737105	128	things	03	06	things	2
cortex_Default	46.309937011000926	209	things	03	06	things	2
cortex_DorsAttn	53.73264202373445	122	things	03	06	things	2
cortex_Limbic	20.964965572858578	60	things	03	06	things	2
cortex_SalVentAttn	46.02913448697222	121	things	03	06	things	2
cortex_SomMot	47.646444657042736	194	things	03	06	things	2
cortex_Vis	46.444717958014024	162	things	03	06	things	2
subcortex_CAU	28.609996917724324	8	things	03	06	things	2
subcortex_PUT	29.38517713754356	8	things	03	06	things	2
subcortex_THA	28.60814726171304	14	things	03	06	things	2
cerebellum	37.135326816959974	88	things	03	06	things	3
cortex_Cont	50.87134536877977	128	things	03	06	things	3
cortex_Default	48.65127491271067	209	things	03	06	things	3
cortex_DorsAttn	55.4746439370244	122	things	03	06	things	3
cortex_Limbic	22.23250020170528	60	things	03	06	things	3
cortex_SalVentAttn	47.612598156498024	121	things	03	06	things	3
cortex_SomMot	49.64327194562525	194	things	03	06	things	3
cortex_Vis	46.606789187367696	162	things	03	06	things	3
subcortex_CAU	28.784649437525488	8	things	03	06	things	3
subcortex_PUT	29.54251147999673	8	things	03	06	things	3
subcortex_THA	28.77077376435501	14	things	03	06	things	3
cerebellum	37.70671293935282	88	things	03	06	things	4
cortex_Cont	52.052025021763875	128	things	03	06	things	4
cortex_Default	49.56342618525566	209	things	03	06	things	4
cortex_DorsAttn	57.031489167437655	122	things	03	06	things	4
cortex_Limbic	22.98538892376376	60	things	03	06	things	4
cortex_SalVentAttn	48.35367122242375	121	things	03	06	things	4
cortex_SomMot	50.93775280126589	194	things	03	06	things	4
cortex_Vis	47.96829715797461	162	things	03	06	things	4
subcortex_CAU	29.35010335446023	8	things	03	06	things	4
subcortex_PUT	29.50204951027736	8	things	03	06	things	4
subcortex_THA	28.74801580914499	14	things	03	06	things	4
cerebellum	35.59212761953978	88	things	03	06	things	5
cortex_Cont	49.409203741200436	128	things	03	06	things	5
cortex_Default	47.547733038405404	209	things	03	06	things	5
cortex_DorsAttn	55.26076687222391	122	things	03	06	things	5
cortex_Limbic	21.61727992943997	60	things	03	06	things	5
cortex_SalVentAttn	46.59751578358033	121	things	03	06	things	5
cortex_SomMot	49.69313335139152	194	things	03	06	things	5
cortex_Vis	46.733826150350794	162	things	03	06	things	5
subcortex_CAU	28.663786229140396	8	things	03	06	things	5
subcortex_PUT	29.34116555373277	8	things	03	06	things	5
subcortex_THA	28.52624015275756	14	things	03	06	things	5
cerebellum	37.010886549559046	88	things	03	06	things	6
cortex_Cont	51.649456873255204	128	things	03	06	things	6
cortex_Default	49.59268887400573	209	things	03	06	things	6
cortex_DorsAttn	56.137698959653484	122	things	03	06	things	6
cortex_Limbic	22.915250798727357	60	things	03	06	things	6
cortex_SalVentAttn	48.03784122133577	121	things	03	06	things	6
cortex_SomMot	51.10075385985176	194	things	03	06	things	6
cortex_Vis	47.2213631172584	162	things	03	06	things	6
subcortex_CAU	29.075329776354128	8	things	03	06	things	6
subcortex_PUT	29.680953406286434	8	things	03	06	things	6
subcortex_THA	28.94136704285151	14	things	03	06	things	6
cerebellum	34.684910523436685	88	things	03	07	things	1
cortex_Cont	46.42188614155305	128	things	03	07	things	1
cortex_Default	44.94754612057404	209	things	03	07	things	1
cortex_DorsAttn	51.90524189303644	122	things	03	07	things	1
cortex_Limbic	22.339276801728595	60	things	03	07	things	1
cortex_SalVentAttn	45.35497332045264	121	things	03	07	things	1
cortex_SomMot	46.49253834505235	194	things	03	07	things	1
cortex_Vis	44.29621625927738	162	things	03	07	things	1
subcortex_CAU	28.136795257501216	8	things	03	07	things	1
subcortex_PUT	29.155890461213644	8	things	03	07	things	1
subcortex_THA	28.54510264946841	14	things	03	07	things	1
cerebellum	34.555401459735236	88	things	03	07	things	2
cortex_Cont	47.31731957153026	128	things	03	07	things	2
cortex_Default	45.30821222532128	209	things	03	07	things	2
cortex_DorsAttn	51.31463958898625	122	things	03	07	things	2
cortex_Limbic	21.626240361461612	60	things	03	07	things	2
cortex_SalVentAttn	46.13811322430516	121	things	03	07	things	2
cortex_SomMot	47.06765187448967	194	things	03	07	things	2
cortex_Vis	43.670204159302735	162	things	03	07	things	2
subcortex_CAU	27.208339054853262	8	things	03	07	things	2
subcortex_PUT	28.674371342745406	8	things	03	07	things	2
subcortex_THA	28.435853031433393	14	things	03	07	things	2
cerebellum	33.80974868768949	88	things	03	07	things	3
cortex_Cont	45.712239510789274	128	things	03	07	things	3
cortex_Default	44.17074718020117	209	things	03	07	things	3
cortex_DorsAttn	49.6829593416077	122	things	03	07	things	3
cortex_Limbic	22.5341322878819	60	things	03	07	things	3
cortex_SalVentAttn	44.54481517992929	121	things	03	07	things	3
cortex_SomMot	45.5532988136905	194	things	03	07	things	3
cortex_Vis	42.66172304395936	162	things	03	07	things	3
subcortex_CAU	27.557110457958327	8	things	03	07	things	3
subcortex_PUT	28.50735560581088	8	things	03	07	things	3
subcortex_THA	28.254026668524	14	things	03	07	things	3
cerebellum	33.98008871843642	88	things	03	07	things	4
cortex_Cont	46.26539033627488	128	things	03	07	things	4
cortex_Default	44.48401345512625	209	things	03	07	things	4
cortex_DorsAttn	51.076748790153474	122	things	03	07	things	4
cortex_Limbic	22.295113593447027	60	things	03	07	things	4
cortex_SalVentAttn	44.836992818026395	121	things	03	07	things	4
cortex_SomMot	46.303066117268365	194	things	03	07	things	4
cortex_Vis	43.18967386942815	162	things	03	07	things	4
subcortex_CAU	27.426138173478726	8	things	03	07	things	4
subcortex_PUT	28.46785111286337	8	things	03	07	things	4
subcortex_THA	28.245044098440747	14	things	03	07	things	4
cerebellum	36.635602159848794	88	things	03	07	things	5
cortex_Cont	50.48622136765864	128	things	03	07	things	5
cortex_Default	48.189523517841735	209	things	03	07	things	5
cortex_DorsAttn	55.641442616319296	122	things	03	07	things	5
cortex_Limbic	23.19723009667675	60	things	03	07	things	5
cortex_SalVentAttn	48.3007180389323	121	things	03	07	things	5
cortex_SomMot	51.143484615531314	194	things	03	07	things	5
cortex_Vis	47.55320598443918	162	things	03	07	things	5
subcortex_CAU	27.686567827551738	8	things	03	07	things	5
subcortex_PUT	28.696799365666134	8	things	03	07	things	5
subcortex_THA	28.57675037129979	14	things	03	07	things	5
cerebellum	33.409031437299625	88	things	03	07	things	6
cortex_Cont	48.052387048815824	128	things	03	07	things	6
cortex_Default	45.712575659363644	209	things	03	07	things	6
cortex_DorsAttn	51.41623105606155	122	things	03	07	things	6
cortex_Limbic	22.564886720693785	60	things	03	07	things	6
cortex_SalVentAttn	45.65847474247348	121	things	03	07	things	6
cortex_SomMot	47.268254126050145	194	things	03	07	things	6
cortex_Vis	43.513483088116914	162	things	03	07	things	6
subcortex_CAU	27.674943380363732	8	things	03	07	things	6
subcortex_PUT	28.572639113752036	8	things	03	07	things	6
subcortex_THA	28.212163832091456	14	things	03	07	things	6
cerebellum	35.014691825543	88	things	03	08	things	1
cortex_Cont	48.78572148212882	128	things	03	08	things	1
cortex_Default	47.08410411158336	209	things	03	08	things	1
cortex_DorsAttn	53.921641052238776	122	things	03	08	things	1
