region_name	group	tsnr_mean	dataset	subject	session	task	run
7Networks_LH_DorsAttn_Post_43	cortex_DorsAttn	49.969666151778576	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_Post_44	cortex_DorsAttn	51.71330266925059	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_Post_45	cortex_DorsAttn	53.283513080240546	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_Post_46	cortex_DorsAttn	55.13806543378697	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_Post_47	cortex_DorsAttn	62.23152749123189	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_Post_48	cortex_DorsAttn	56.96641324193547	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_Post_49	cortex_DorsAttn	54.269389557245994	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_Post_50	cortex_DorsAttn	59.90204221069459	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_FEF_1	cortex_DorsAttn	52.27376712403423	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_FEF_2	cortex_DorsAttn	52.88887334712495	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_FEF_3	cortex_DorsAttn	51.96536357661599	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_FEF_4	cortex_DorsAttn	53.90758162202774	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_FEF_5	cortex_DorsAttn	49.89226998804592	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_FEF_6	cortex_DorsAttn	54.866719510112596	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_FEF_7	cortex_DorsAttn	54.740268884213265	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_PrCv_1	cortex_DorsAttn	53.620005820574946	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_PrCv_2	cortex_DorsAttn	58.32813957948832	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_PrCv_3	cortex_DorsAttn	48.57545803031323	floc	01	001	fLoc	1
7Networks_LH_DorsAttn_PrCv_4	cortex_DorsAttn	54.50319032297319	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_ParOper_1	cortex_SalVentAttn	49.37964048326226	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_ParOper_2	cortex_SalVentAttn	60.300649148733555	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_ParOper_3	cortex_SalVentAttn	49.74909521189458	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_ParOper_4	cortex_SalVentAttn	58.92426929588816	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_ParOper_5	cortex_SalVentAttn	49.99925736504305	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_ParOper_6	cortex_SalVentAttn	61.21972488957289	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_ParOper_7	cortex_SalVentAttn	66.49671454661126	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_ParOper_8	cortex_SalVentAttn	58.998456161336364	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_ParOper_9	cortex_SalVentAttn	65.09197204064768	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_TempOcc_1	cortex_SalVentAttn	51.72525894578309	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_TempOcc_2	cortex_SalVentAttn	45.630585987574044	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_1	cortex_SalVentAttn	30.02393390215754	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_2	cortex_SalVentAttn	38.12158249247525	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_3	cortex_SalVentAttn	42.069119505163656	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_4	cortex_SalVentAttn	30.230715048361365	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_5	cortex_SalVentAttn	45.864762207306505	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_6	cortex_SalVentAttn	29.135093226656437	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_7	cortex_SalVentAttn	46.50778644490616	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_8	cortex_SalVentAttn	39.864522729557606	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_9	cortex_SalVentAttn	37.107717141450216	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_10	cortex_SalVentAttn	49.006300539573665	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_11	cortex_SalVentAttn	47.47807796765657	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_12	cortex_SalVentAttn	45.771604282838666	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_13	cortex_SalVentAttn	47.16990738645647	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_14	cortex_SalVentAttn	45.37101655176592	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_15	cortex_SalVentAttn	45.13443560330028	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_16	cortex_SalVentAttn	42.97517568037251	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_17	cortex_SalVentAttn	44.83455004949067	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_18	cortex_SalVentAttn	40.819335814905045	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_19	cortex_SalVentAttn	44.21357434249045	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_20	cortex_SalVentAttn	36.74296655485178	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_21	cortex_SalVentAttn	43.224064041544125	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_22	cortex_SalVentAttn	53.24653262444473	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_FrOper_23	cortex_SalVentAttn	57.86974200407248	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_PFCl_1	cortex_SalVentAttn	54.97942901979905	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_PFCl_2	cortex_SalVentAttn	48.01037978617586	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_1	cortex_SalVentAttn	48.055266199557735	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_2	cortex_SalVentAttn	44.398825630235194	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_3	cortex_SalVentAttn	40.25788757086827	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_4	cortex_SalVentAttn	44.29399590474381	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_5	cortex_SalVentAttn	41.57167722183928	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_6	cortex_SalVentAttn	44.371763766350824	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_7	cortex_SalVentAttn	40.62202364165366	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_8	cortex_SalVentAttn	44.070660700066156	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_9	cortex_SalVentAttn	41.84794348213234	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_10	cortex_SalVentAttn	45.56561699210587	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_11	cortex_SalVentAttn	46.44660757789059	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_12	cortex_SalVentAttn	48.81614664701075	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_13	cortex_SalVentAttn	46.75253417219469	floc	01	001	fLoc	1
7Networks_LH_SalVentAttn_Med_14	cortex_SalVentAttn	45.48424714826834	floc	01	001	fLoc	1
