dataset	subject	session	task	run	task_grouped	fd_mean	fd_num	fd_perc	tsnr	snr	gsr_x	gsr_y	dvars_std	dvars_vstd	aor	aqi	gcor	size_t	fd_prop_gt02	fd_prop_gt05
narratives	01	001	ForgotRecall		ForgotRecall	0.3320441765572552	346	71.48760330578513	20.71266628592275	1.994447732352568	-0.020009860396385193	0.10166963934898376	1.2136402514285713	1.0177200616356101	0.0026794834710743808	0.025325472933884298	0.0169407	484	0.7148760330578512	0.1797520661157025
narratives	01	001	ForgotRecency		ForgotRecency	0.09546192636842929	10	4.424778761061947	32.063633498037234	1.949139890799159	-0.017826750874519348	0.09762530773878098	1.0245001659111104	1.001280095911111	0.0008929203539823009	0.006652560973451327	0.00445424	226	0.04424778761061947	0.0
narratives	01	001	ForgotStory		ForgotStory	0.11719557708534348	38	6.678383128295255	25.787660736590624	1.986889058730386	-0.016511112451553345	0.09683044254779816	0.9633259341901409	0.9501782264612677	0.0007820035149384887	0.015068457644991212	0.00322412	569	0.06678383128295255	0.0035149384885764497
narratives	01	001	LucyRecall		LucyRecall	0.2076351699364467	169	46.42857142857143	24.140539204818197	1.9863240314960369	-0.014538915827870369	0.09981811791658401	1.1778932615977968	1.0034607116253447	0.001306456043956044	0.017746551098901102	0.0226735	364	0.4642857142857143	0.005494505494505495
narratives	01	001	LucyRecency		LucyRecency	0.10090052268317543	11	3.6666666666666665	30.83591822197195	1.9755643224599562	-0.016542214900255203	0.09541846811771393	1.0107705869899661	0.9887728633110361	0.0016305000000000002	0.008528380333333333	0.0058501	300	0.03666666666666667	0.0033333333333333335
narratives	01	001	LucyStory		LucyStory	0.11238796492525274	5	1.3477088948787062	31.521382555598393	2.002445291330348	-0.014424439519643784	0.0929064229130745	1.0352666321891897	0.9908464200540531	0.0008454986522911051	0.008335073504043127	0.00834169	371	0.013477088948787063	0.0
narratives	01	002	BlackRecall		BlackRecall	0.20452138814696869	159	43.80165289256198	23.22561146458611	2.034723415877856	-0.011385297402739525	0.09664484858512878	1.1292801509392254	0.9899832619060772	0.0013974380165289256	0.020529610826446283	0.0114891	363	0.4380165289256198	0.008264462809917356
narratives	01	002	BlackRecency		BlackRecency	0.08389498038007687	1	0.4366812227074236	35.61294931615703	2.021278988400787	-0.008851304650306702	0.09458565711975098	1.068928149210526	1.0032969758333332	0.0006438427947598254	0.0050664873799126636	0.00656292	229	0.004366812227074236	0.0
narratives	01	002	BlackStory		BlackStory	0.11170031754226384	21	3.853211009174312	26.85500643227715	2.056761539479929	-0.007459044456481934	0.09079863131046295	1.0232318117279409	0.9681881237132359	0.0007114862385321102	0.014246778495412844	0.00479909	545	0.03853211009174312	0.0
narratives	01	002	NotthefallintactRecall		NotthefallintactRecall	0.1953254315769143	105	41.338582677165356	23.786016784142703	2.0357380899033046	-0.012743928469717503	0.10022586584091187	1.1323010665217392	1.0029606626877474	0.0015429133858267717	0.021871064173228344	0.0134818	254	0.41338582677165353	0.011811023622047244
